CID,MW,MF,TPSA,XL,HAC,HBDC,HBAC,RBC,SMILES,Charge,CBUC
798624,261.36,C16H23NO2,38.3,3.6,19,1,2,5,CC(C)C1=CC=C(C=C1)OCC(=O)NC2CCCC2,0,1
756122,327.4,C18H17NO3S,80.7,2.9,23,1,4,5,CC(=O)C1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)OC3CSC3,0,1
1483189,285.69,C14H11ClF3N,12.9,4.7,19,0,4,2,CC1=CC(=CC=C1)CC2=C(C=C(C=N2)C(F)(F)F)Cl,0,1
5197629,342.4,C16H14N4OS2,121,3.6,23,1,6,4,CC1=NN=C(S1)SC2=NC3=CC=CC=C3C(=C2)C(=O)NC4CC4,0,1
5524592,293.32,C17H15N3O2,67.5,3,22,1,4,4,CC1=CC=C(C=C1)C=NNC(=O)CC2=NOC3=CC=CC=C32,0,1
4649989,343.4,C15H25N3O4S,91.2,0.5,23,1,6,7,CCN(CC)S(=O)(=O)N1CCC(CC1)C(=O)NCC2=CC=CO2,0,1
23723385,338.4,C21H23FN2O,32.299,4.2,25,1,3,5,C=CC1=CC=C(C=C1)C(=O)NC2CCCN(C2)CC3=CC=CC=C3F,0,1
2373282,325.34,C14H13F2N3O2S,87.5,3.2,22,2,6,5,COC1=NC=C(C=C1)NC(=S)NC2=CC=C(C=C2)OC(F)F,0,1
1481245,319.4,C19H17N3O2,63.1,3.1,24,2,2,3,CC1=CC(=CC=C1)C(=O)NNC(=O)C2=CC=CC=C2N3C=CC=C3,0,1
669387,278.35,C15H22N2O3,50.8,1.2,20,1,4,6,CCOC1=CC=C(C=C1)C(=O)NCCN2CCOCC2,0,1
544354,187.22,C6H9N3O2S,79.2,-0.5,12,1,4,1,C1COCCN1C2=NSNC2=O,0,1
2974195,290.4,C16H22N2OS,73.2,3.7,20,2,2,3,C1CCCC(CC1)NC(=O)C(=S)NCC2=CC=CC=C2,0,1
1568895,292.36,C14H16N2O3S,88.7,2.7,20,1,5,7,COC1=CC=C(C=C1)OCCCC(=O)NC2=NC=CS2,0,1
3395241,296.73,C12H9ClN2O3S,107,3.2,19,3,4,2,C1=CSC(=C1)C(=O)NNC(=O)C2=C(C=CC(=C2)Cl)O,0,1
7998899,277.28,C13H15N3O4,90.6,1.3,20,1,4,5,CC(C)CN1C(=O)C(=O)N(C1=O)CC(=O)C2=CC=CN2,0,1
16189016,334.9,C17H19ClN2OS,61.4,3.7,22,0,4,4,CC1=NC=C(S1)CN2CCCC(C2)C(=O)C3=CC(=CC=C3)Cl,0,1
704671,236.29,C11H12N2O2S,73.7,1.8,16,1,3,3,CCOC1=CC=C(C=C1)N2C(=O)CNC2=S,0,1
2731367,352.2,C15H11Cl2N3OS,70.9,3.8,22,0,4,3,C1C(=O)N(C(=NC2=C(C(=CC=C2)Cl)Cl)S1)CC3=CN=CC=C3,0,1
949809,302.33,C14H11FN4OS,89.1,3.3,21,1,6,4,C1=CC=C(C(=C1)CSC2=NN=NN2C3=CC(=CC=C3)O)F,0,1
4422137,318.4,C15H18N4O2S,95.1,2.9,22,1,6,4,CCOC(=O)N1CCC(=NNC2=NC3=CC=CC=C3S2)CC1,0,1
18112685,344.4,C19H21FN2O3,58.6,2.6,25,1,4,7,CN(CC(=O)NC1=CC=C(C=C1)F)C(=O)CCC2=CC=CC=C2OC,0,1
723431,295.4,C18H21N3O,35.6,2.7,22,1,3,3,CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3,0,1
4517841,313.4,C19H23NO3,47.6,3.3,23,1,3,8,COC1=CC=C(C=C1)CCC(=O)NCCC2=CC=C(C=C2)OC,0,1
2817148,335.4,C19H17N3O3,71.3,3.1,25,0,4,6,CCOC(=O)CN1C(=O)N=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3,0,1
2138544,360.4,C20H20N6O,84.2,2.8,27,2,5,5,CC1=CC(=CC=C1)C2=C3N=C(C4=CC=CC=C4N3N=N2)NCCNC(=O)C,0,1
135433249,303.31,C15H17N3O4,89,1.5,22,2,5,6,CCOC1=CC=C(C=C1)CON=CC2=C(NC(=O)NC2=O)C,0,1
850775,347.4,C21H21N3O2,64,3.9,26,1,3,6,CCCC1=NN(C(=C1)C(=O)NC2=CC=C(C=C2)C(=O)C3=CC=CC=C3)C,0,1
6464236,260.37,C16H24N2O,42,3.6,19,1,2,3,CC(C)(C)C1CCCCC1NC(=O)C2=CC=NC=C2,0,1
1369629,366.4,C21H22N2O4,75.7,3.4,27,1,4,6,CCOC1=CC=CC=C1NC(=O)C2=CC3=C(C=C2)C(=O)N(C3=O)CC(C)C,0,1
1114484,360.2,C15H10BrN3OS,83.1,3.4,21,1,4,3,C1=CC(=CN=C1)C(=O)NC2=NC(=CS2)C3=CC=C(C=C3)Br,0,1
2902741,354.9,C18H27ClN2O3,58.6,NULL,24,2,4,7,CCOC(=O)C1CCCN(C1)CCC(=O)NC2=CC=CC=C2C.Cl,0,2
6915338,379.4,C18H25N3O6,106,1.7,27,2,6,8,CC(C)CC1C(=O)N(C(=O)N1)CC(=O)NC2=CC(=C(C(=C2)OC)OC)OC,0,1
714731,290.4,C16H22N2OS,64.4,3,20,1,2,6,CCCN(CC1CC1)C(=S)NC2=CC=C(C=C2)C(=O)C,0,1
5043363,333.4,C17H16FNO3S,64.099,3.4,23,0,5,4,COC1=CC(=C(C=C1)N2C(SCC2=O)C3=CC=CC=C3F)OC,0,1
2816822,300.4,C16H13FN2OS,56.6,3.2,21,1,3,3,COC1=CC=CC(=C1)N2C=C(NC2=S)C3=CC=C(C=C3)F,0,1
6468639,219.28,C13H17NO2,29.5,1.5,16,0,2,2,CC1=CC=CC=C1CC(=O)N2CCOCC2,0,1
8025929,312.7,C17H13ClN2O2,58.2,2.5,22,2,2,3,C1=CC=C2C(=C1)C(=CC(=O)N2)C(=O)NCC3=CC=C(C=C3)Cl,0,1
3089344,287.23,C9H13N5O6,151,1.7,20,3,7,6,CCOC(=O)NC1=C(C(=NN1)NC(=O)OCC)[N+](=O)[O-],0,1
857112,308.36,C13H16N4O3S,98.7,0.2,21,0,6,4,CN1C(=NN=C1SCC(=O)N2CCOCC2)C3=CC=CO3,0,1
894122,298.31,C16H15FN4O,59,2.5,22,2,3,2,CC1=NC2=C(N1C)C=CC(=C2)NC(=O)NC3=CC(=CC=C3)F,0,1
135437680,304.3,C19H16N2O2,50.7,3,23,1,3,4,COC1=CC=C(C=C1)C=CC2=NC(=CC(=O)N2)C3=CC=CC=C3,0,1
5913001,327.4,C16H19F2NO2S,54.8,3.8,22,0,5,4,CC1CN(CC(O1)C)C(=O)C=CC2=CC=C(C=C2)SC(F)F,0,1
16520434,371.5,C22H29NO4,64.599,5.1,27,1,4,9,C=CCOC1=CC=C(C=C1)C=CC(=O)OCC(=O)NC2CCCCCCC2,0,1
838230,291.73,C15H14ClNO3,47.6,3.5,20,1,3,5,COC1=C(C=C(C=C1)NC(=O)COC2=CC=CC=C2)Cl,0,1
9651203,313.4,C17H19N3OS,77.7,3.3,22,2,3,5,CC(=NNC(=S)NCC1=CC=CC=C1)C2=CC=CC=C2OC,0,1
974574,295.4,C19H21NO2,29.5,3.7,22,0,2,3,CC1=C(C(=CC=C1)C)OCC(=O)N2CCC3=CC=CC=C3C2,0,1
2712669,267.44,C14H25N3S,50.6,2.4,18,1,2,3,C=CCNC(=S)N1CCN(CC1)C2CCCCC2,0,1
24237384,318.8,C17H19ClN2O2,51.2,3.9,22,1,3,5,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)NC2=CN=C(C=C2)OC,0,1
1830061,364.4,C20H20N4O3,107,2.6,27,4,4,4,CC1=CC(=C(C(=C1)C2=NNC(=C2)C(=O)NC3=CC=C(C=C3)NC(=O)C)O)C,0,1
854364,284.4,C16H16N2OS,73.2,3.8,20,2,2,3,CC1=CC=CC=C1C(=O)NC(=S)NCC2=CC=CC=C2,0,1
22431378,339.8,C17H14ClN5O,64.3,4.4,24,1,5,3,CC1=CC2=C(C=C1)N=C(C3=NN=CN23)NC4=C(C=CC(=C4)Cl)OC,0,1
6882589,329.3,C12H10F3N5OS,108,2.7,22,2,8,5,C1=CC(=CC=C1C=NNC(=O)CSC2=NC=NN2)C(F)(F)F,0,1
16187744,245.32,C13H19N5,46.8,2.4,18,0,4,1,CC1CC(CN(C1)C2=NC=NC3=C2C=NN3C)C,0,1
9557299,313.31,C16H15N3O4,87.7,3.4,23,0,6,5,CN(C)N=CC1=CC=C(C=C1)OC(=O)C2=CC(=CC=C2)[N+](=O)[O-],0,1
3925406,329.4,C19H23NO4,55.8,2.4,24,0,5,5,CCOC(=O)C1CCCN(C1)CC2=CC(=O)OC3=C2C=CC(=C3)C,0,1
2422324,354.4,C13H14N4O4S2,174,0.7,23,3,7,5,COCCN1C(=C(C(=O)NC1=O)C(=S)NC(=O)C2=CC=CS2)N,0,1
8070544,346.5,C23H26N2O,36.1,5,26,1,1,3,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCC(CC3)CC4=CC=CC=C4)C,0,1
784235,253.25,C15H11NO3,57.6,2,19,1,3,2,C1C2=C(C(=CC=C2)C(=O)O)C(=O)N1C3=CC=CC=C3,0,1
786715,273.31,C13H11N3O2S,106,2.1,19,3,4,2,C1=CC=C(C(=C1)NC(=S)NC(=O)C2=CN=CC=C2)O,0,1
2504218,339.3,C18H17N3O4,87.7,1.9,25,2,4,5,CCOC1=CC=CC=C1NC(=O)CN2C(=O)C3=CC=CC=C3C(=O)N2,0,1
754118,305.3,C15H16FN3O3,65.4,2.7,22,0,6,3,C1CN(CCN1CC2=CC=C(O2)[N+](=O)[O-])C3=CC=C(C=C3)F,0,1
824404,333.18,C15H13BrN2O2,58.2,3.4,20,2,2,2,CC1=CC(=CC=C1)C(=O)NNC(=O)C2=CC=C(C=C2)Br,0,1
2062387,301.34,C17H19NO4,55.8,2.3,22,0,4,3,CN(C)C(=O)COC1=CC2=C(C=C1)C3=C(CCCC3)C(=O)O2,0,1
2745311,330.4,C16H14N2O4S,103,3.2,23,0,7,7,CCOC(=O)C1=NOC(=C1)C2=CSC(=N2)COC3=CC=CC=C3,0,1
714735,307.3,C18H17N3O2,61.8,2.6,23,1,3,3,CC1=CC=C(C=C1)C2=NN(C(=O)C3=CC=CC=C32)CC(=O)NC,0,1
3555310,333.77,C16H16ClN3O3,66.6,1.8,23,0,4,2,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N3CCN(CC3)C=O,0,1
856987,341.5,C19H23N3OS,71.4,3.8,24,0,4,4,CC1CCN(CC1)C(=O)CSC2=NC(=NC3=CC=CC=C32)C4CC4,0,1
1068085,366.9,C17H19ClN2O3S,58.2,3.3,24,0,5,4,COC1=CC=CC=C1N2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)Cl,0,1
857938,328.5,C19H24N2OS,67.3,4.8,23,1,3,5,CCC1=C(N=C2C=C(C=CC2=C1)C)SCC(=O)NC3CCCC3,0,1
679747,274.3,C18H14N2O,42,3.3,21,1,2,3,C1=CC=C(C=C1)C2=CC=CC=C2C(=O)NC3=CN=CC=C3,0,1
3123582,240.69,C14H9ClN2,25.8,4.3,17,0,2,1,C1=CC=C(C=C1)C2=NC(=NC3=CC=CC=C32)Cl,0,1
15993274,290.74,C15H15ClN2O2,55.1,3.5,20,1,3,3,C1CCC(C1)NC(=O)C2=NOC(=C2)C3=CC(=CC=C3)Cl,0,1
597213,344.8,C19H21ClN2O2,32.8,3.9,24,0,3,4,CCOC1=CC=C(C=C1)C(=O)N2CCN(CC2)C3=CC(=CC=C3)Cl,0,1
1897058,234.66,C7H7ClN2O3S,96.5,2.1,14,1,5,4,CCOC(=O)C(=O)NC1=NC=C(S1)Cl,0,1
16682168,356.3,C17H26BrNO2,46.2,3.6,21,1,2,2,CC1(C2(CCC1(C(C2=O)Br)C(=O)NC3CCCCC3)C)C,0,1
2808476,264.23,C9H7F3N2O2S,72.4,2.7,17,0,7,2,CN1C2=C(C=C(S2)C(=O)OC)C(=N1)C(F)(F)F,0,1
3943683,317.8,C17H16ClNO3,47.6,3.7,22,1,3,4,C1C(OC2=CC=CC=C2O1)C(=O)NCCC3=CC=C(C=C3)Cl,0,1
856980,335.4,C19H17N3OS,80.2,3.9,24,1,4,5,C1CC1C2=NC3=CC=CC=C3C(=N2)SCC(=O)NC4=CC=CC=C4,0,1
2813973,359.4,C18H21N3O5,116,2.5,26,3,5,6,CC1=CC(=CC(=C1)NC(=O)NCC(COC2=CC=C(C=C2)[N+](=O)[O-])O)C,0,1
3154661,357.4,C20H23NO5,87.8,2.9,26,1,6,4,CC1(CC2=C(C(C(=C(O2)N)C(=O)OC)C3=CC=CC=C3OC)C(=O)C1)C,0,1
4858823,374.32,C17H15FN4O5,133,1.5,27,3,6,5,C1=CC=C(C(=C1)C(=O)NNC(=O)CCNC(=O)C2=CC=C(C=C2)[N+](=O)[O-])F,0,1
3818445,270.37,C17H22N2O,36.1,3.5,20,1,2,3,CC1CCCN(C1)CC(=O)C2=C(NC3=CC=CC=C32)C,0,1
6502653,312.7,C17H13ClN2O2,58.2,3.4,22,2,3,4,C1=CC=C2C(=C1)C(=C(C(=O)N2)C=O)NCC3=CC=C(C=C3)Cl,0,1
884918,326.21,C13H12BrNO2S,54.6,3.1,18,1,3,4,C1=CC=C(C=C1)CS(=O)(=O)NC2=CC=CC=C2Br,0,1
3097925,339.29,C11H9N5O6S,185,1.2,23,2,9,3,C1=CC(=CC=C1NC2=C(C=NC=C2[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)N,0,1
969695,279.3,C18H17NO2,31.2,3.3,21,0,2,4,CC1=C(C2=C(N1C)C=CC(=C2)OCC3=CC=CC=C3)C=O,0,1
5058332,340.4,C20H21FN2O2,49.4,3.4,25,1,3,4,CCCCC(=O)N1CC(=O)NC2=C(C1C3=CC=CC=C3)C=C(C=C2)F,0,1
2078423,310.4,C18H18N2OS,70.2,4.5,22,1,3,3,CC(C)(C)NC(=O)C1=CC=CC=C1C2=NC3=CC=CC=C3S2,0,1
20410336,306.4,C19H18N2S,56.2,4.3,22,2,1,2,CC1=CC(=CC(=C1)NC(=S)NC2=CC=CC3=CC=CC=C32)C,0,1
2672657,288.4,C17H24N2O2,49.4,2.9,21,1,2,4,CC1=CC(=C(C=C1)C)NC(=O)CN(C)C(=O)C2CCCC2,0,1
669928,268.15,C12H14BrNO,20.3,2.5,15,0,1,2,C1CCN(C1)C(=O)CC2=CC=C(C=C2)Br,0,1
6464746,307.4,C15H21N3O2S,72.4,2.7,21,1,4,6,CCC(C)C1=CC=CC=C1NS(=O)(=O)C2=CN(N=C2)CC,0,1
6293290,297.15,C12H13BrN2O2,54.6,3.1,17,1,3,3,C1CC(CC=C1)C=NNC(=O)C2=CC=C(O2)Br,0,1
20873084,342.5,C19H22N2O2S,77.6,4,24,1,3,5,CCCCN(CC)C(=O)C1=CC2=C(S1)C3=C(C=CC(=C3)C)NC2=O,0,1
712339,277.32,C17H15N3O,65.8,3.7,21,1,3,3,CC1=CC=C(C=C1)C=C(C#N)C(=O)NC2=CC=CC(=N2)C,0,1
3607724,201.22,C12H11NO2,38.3,1.4,15,1,2,3,C1=CC=C(C=C1)COC2=CC(=O)NC=C2,0,1
6486034,310.4,C13H14N2O3S2,117,1.9,20,1,5,4,CC1=CC(=CC=C1)N(C)S(=O)(=O)C2=CSC(=C2)C(=O)N,0,1
943838,321.4,C18H19N5O,80.7,3.3,24,1,6,3,CC1=CC2=C(N=C(N=C2C=C1)NC3=NC(=C(C(=N3)C)C(=O)C)C)C,0,1
4582595,351.4,C20H18FN3O2,61.8,2.7,26,1,4,5,CC1=CC=C(C=C1)C2=NN(C(=O)C=C2)CC(=O)NCC3=CC=C(C=C3)F,0,1
16187659,353.5,C20H39N3O2,61.4,3.9,25,2,3,10,CCCCN(C)CCNC(=O)C(C(C)C)NC(=O)C1CCC(CC1)C,0,1
6457552,204.23,C10H12N4O,63.7,1.7,15,1,4,3,CC1=C(C(=CC=C1)OCC2=NNN=N2)C,0,1
4620189,336.4,C16H20N2O4S,101,2,23,1,5,5,CCOC1=CC=C(C=C1)NC(=O)CN2C(=O)C(SC(C2=O)C)C,0,1
701694,322.3,C18H14N2O4,69.6,2.3,24,1,4,4,C1OC2=C(O1)C=C(C=C2)NC(=O)CN3C=C(C4=CC=CC=C43)C=O,0,1
783155,244.37,C16H24N2,6.5,3.2,18,0,2,4,CCN1CCN(CC1)CC(=CC2=CC=CC=C2)C,0,1
7205890,342.4,C17H14N2O2S2,106,3.7,23,0,6,6,COC1=CC=C(C=C1)C2=NN=C(C=C2)SCC(=O)C3=CC=CS3,0,1
16191556,331.4,C20H23F2NO,23.5,3.8,24,1,4,5,C1CN(CCC1(CC2=CC=CC=C2)CO)CC3=C(C(=CC=C3)F)F,0,1
707564,273.29,C13H8FN3OS,83.1,2.8,19,1,5,2,C1=CC=C(C(=C1)NC(=O)C2=CC3=C(C=C2)SN=N3)F,0,1
2968825,348.28,C13H15F3N4O4,108,0,24,3,7,3,CC(C)CN1C2=C(C(=O)NC1=O)C(C(=O)N2)(C(F)(F)F)NC(=O)C,0,1
135576335,318.4,C15H18N4O2S,103,3.1,22,1,6,4,CC(C)(C)C1=NN=C(N(C1=O)N=CC2=CC=CC=C2O)SC,0,1
5334057,244.29,C13H16N4O,63.3,3,18,1,5,3,CC1=CC=C(O1)C(=NNC2=NC(=CC(=N2)C)C)C,0,1
2206758,348.4,C17H20N2O4S,105,2.4,24,2,5,7,COC1=C(C=C(C=C1)CCNC(=O)C(=O)NCC2=CC=CS2)OC,0,1
2410351,178.26,C9H10N2S,75.1,2.6,12,1,3,2,CCC1=C(C=CC(=C1)SC#N)N,0,1
951799,228.25,C13H12N2O2,55,2.1,17,0,3,4,CCOC(=O)CN1C=C(C2=CC=CC=C21)C#N,0,1
71771,354.2,C16H13Cl2NO4,75.6,4.3,23,2,5,7,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,0,1
11831774,248.16,C10H18BrNO,9.2,NULL,13,0,2,4,C=CC[N+]1(CCOCC1)CC=C.[Br-],0,2
2997104,319.33,C16H18FN3O3,78.5,0.5,23,2,5,3,C1CN(CCC1NC2CC(=O)NC2=O)C(=O)C3=CC(=CC=C3)F,0,1
2933211,359.4,C19H25N3O4,86.4,2.4,26,0,4,2,C1CCCN(CC1)C(=O)C2CCCN(C2)C(=O)C3=CC=CC=C3[N+](=O)[O-],0,1
4522249,275.73,C15H14ClNO2,39.2,4.3,19,0,3,3,CC1=C(C(=C(C=C1)C)OC(=O)C2=C(N=CC=C2)Cl)C,0,1
6489099,313.3,C18H19NO4,56.8,3.3,23,1,4,4,CC(C)OC1=C(C=C(C=C1)C2NC(=O)C3=CC=CC=C3O2)OC,0,1
1624362,326.4,C18H22N4O2,69,3.1,24,1,4,6,CCCCN1C2=C(C=C3C=CC(=CC3=N2)C)C(=N1)NC(=O)COC,0,1
3796475,274.34,C13H14N4OS,98.1,1.4,19,3,3,2,CCNC(=S)NNC(=O)C1=CC2=C(C=C1)N=CC=C2,0,1
2730080,261.3,C13H16FN5,46.8,3.1,19,0,5,3,C1CCN(CC1)C2=NN(N=N2)CC3=CC(=CC=C3)F,0,1
24792748,366.3,C16H15FN2O7,146,NULL,26,4,8,6,C1=CC=C(C(=C1)C(=O)NCCNC(=O)C2=CC=CO2)F.C(=O)(C(=O)O)O,0,2
2225901,285.34,C17H19NO3,47.6,3.2,21,1,3,6,CC1=CC=C(C=C1)C(=O)NCCOC2=CC=CC(=C2)OC,0,1
2894393,315.39,C13H21N3O4S,113,1,21,1,6,5,CC(=O)NC1=NN(C(S1)(C)CC(=O)OC(C)(C)C)C(=O)C,0,1
3828146,347.4,C17H25N5O3,99.8,0.9,25,2,5,9,CCCCN1C(=C(C(=O)NC1=O)C(=NCCCN2C=CN=C2)CC)O,0,1
1438043,340.4,C20H21FN2O2,49.4,3.4,25,1,3,3,CC1=CC=CC=C1NC(=O)N2CCC(CC2)C(=O)C3=CC=C(C=C3)F,0,1
5048792,326.3,C15H10N4O3S,129,2.5,23,1,6,3,C1=CC=C(C(=C1)C(=O)NC2=NC(=CS2)C3=CN=CC=C3)[N+](=O)[O-],0,1
2830785,284.27,C15H12N2O4,87.6,3.1,21,1,5,2,C1=CC=C(C=C1)C2=NOC(C2[N+](=O)[O-])C3=CC=CC=C3O,0,1
937163,297.4,C15H15N5S,81.8,1.7,21,0,5,4,CC1=CC=CC=C1CSC2=NN=C(N2C)C3=NC=CN=C3,0,1
5128834,279.34,C17H17N3O,56.9,2.9,21,3,1,3,CC1=CC2=C(N1)C=CC(=C2)CNC(=O)NC3=CC=CC=C3,0,1
4638847,342.3,C18H18N2O5,99.9,1.8,25,2,6,4,CC1=CC2=C(C(C(=C(O2)N)C(=O)OC)C3=CC=CC=C3OC)C(=O)N1,0,1
2842980,279.3,C18H17NO2,42.2,4.5,21,1,2,4,CC(CC1=CC=CC=C1)NC(=O)C2=CC3=CC=CC=C3O2,0,1
2101631,315.4,C18H21NO4,56.8,3,23,1,4,7,CC1=CC(=CC=C1)OCCC(=O)NC2=C(C=CC(=C2)OC)OC,0,1
4219198,296.4,C18H24N4,42.7,4.9,22,1,3,7,CCCCCCCNC1=NC=NC2=C1N(C3=CC=CC=C32)C,0,1
2774706,280.32,C13H13FN2O2S,80.4,1.5,19,1,5,5,CN1C(=CN=C1SCC(=O)C2=CC=C(C=C2)F)CO,0,1
18807511,237.64,C9H8ClN5O,71.8,0.6,16,2,3,2,C1=CC=C(C(=C1)NC(=O)NN2C=NN=C2)Cl,0,1
2764874,264.23,C13H10F2N2O2,63.4,0.7,19,1,4,3,C1=CC(=C(C=C1CN2C=C(C=CC2=O)C(=O)N)F)F,0,1
680838,277.73,C12H8ClN3OS,86.9,2.4,18,1,4,1,C1=CC(=CC=C1C2=CSC3=C2C(=O)N(C=N3)N)Cl,0,1
135432316,331.8,C16H18ClN5O,79.3,3.5,23,2,4,4,CC1=CC(=C(C=C1)NC(=NC2=NC(=CC(=N2)C)C)NC(=O)C)Cl,0,1
1472475,331.2,C17H12Cl2N2O,32.7,4.4,22,0,2,3,C1=CC=C(C=C1)C2=NN(C(=O)C=C2Cl)CC3=CC=C(C=C3)Cl,0,1
6498591,314.34,C16H18N4O3,93.2,0.7,23,2,5,7,COC1=CC=C(C=C1)C(=O)NCCCNC(=O)C2=NC=CN=C2,0,1
135520059,250.3,C15H14N4,53.1,3.3,19,2,3,3,CC1=C(C2=CC=CC=C2N1)C=NNC3=CC=CC=N3,0,1
1830409,318.4,C19H18N4O,59.3,2.7,24,1,3,6,C1=CC=C(C=C1)C=CC=NNC(=O)CCN2C=NC3=CC=CC=C32,0,1
1970648,235.26,C10H9N3O2S,88.9,1.5,16,0,4,0,C1CSCC2=NC3=C(N21)C=CC(=C3)[N+](=O)[O-],0,1
2145527,296.79,C15H21ClN2O2,41.6,2.7,20,1,3,6,C1CCN(CC1)CCNC(=O)COC2=CC=C(C=C2)Cl,0,1
16017969,316.8,C17H17ClN2O2,41.6,3.4,22,1,2,2,CC1CN(C2=C(O1)C=CC(=C2)Cl)C(=O)NCC3=CC=CC=C3,0,1
934801,298.4,C15H14N4OS,98,2.4,21,3,3,4,C1=CC=C(C=C1)C2=CC(=NN2)NC(=S)NCC3=CC=CO3,0,1
2490286,266.22,C13H9F3N2O,42,2,19,1,5,2,C1=CC=C(C(=C1)C(F)(F)F)NC(=O)C2=CC=CC=N2,0,1
5726079,286.29,C14H14N4O3,85.7,1,21,1,6,5,COC1=CC=CC(=C1OC)C=NNC(=O)C2=NC=CN=C2,0,1
3034143,228.31,C13H12N2S,61.4,2.3,16,1,1,2,C1=CC=C(C=C1)N(C2=CC=CC=C2)C(=S)N,0,1
2427970,200.26,C7H12N4OS,96.4,0.6,13,1,5,2,CC1=NN=C(N(C1=O)N)SC(C)C,0,1
6457604,311.18,C10H12Cl2N2O3S,67,1.7,18,1,5,3,C1COCCN1S(=O)(=O)NC2=CC(=CC(=C2)Cl)Cl,0,1
761867,314.4,C17H18N2O2S,77.6,3.1,22,1,3,3,C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CS3,0,1
8466498,302.4,C15H14N2O3S,83.6,1.6,21,2,4,3,C1CC(=O)NC2=C1C=C(C=C2)S(=O)(=O)NC3=CC=CC=C3,0,1
5410076,263.32,C12H13N3O2S,95.3,0.6,18,2,4,0,CC1(CC2=NC3=C(C=C2CO1)C(=O)NC(=S)N3)C,0,1
2831745,319.32,C14H17N5O4,106,1.3,23,0,6,5,CCOC(=O)C1=C(C2=C(N1C)N=CC(=C2)[N+](=O)[O-])N=CN(C)C,0,1
2874268,307.4,C18H21N5,56.4,4,23,1,4,5,CC1=C(C2=NC3=CC=CC=C3N2C(=C1)NCCCN(C)C)C#N,0,1
6623528,283.4,C15H13N3OS,83.1,3.5,20,1,4,3,CCC1=CC=CC=C1NC(=O)C2=CC3=C(C=C2)SN=N3,0,1
2302885,309.4,C19H19NO3,46.6,3.2,23,0,3,3,CC1(C2=C(C=C(C=C2)OC)C(=O)N(C1=O)CC3=CC=CC=C3)C,0,1
235434,228.29,C10H20N4O2,64.7,-0.6,16,2,2,2,CCNC(=O)N1CCN(CC1)C(=O)NCC,0,1
2049446,333.4,C19H15N3OS,70.6,3.6,24,1,2,3,COC1=CC=CC=C1N2C=C(C3=C2NC=NC3=S)C4=CC=CC=C4,0,1
75505,252.27,C14H12N4O,91,1.7,19,2,5,2,C1=CC(=CC=C1C2=NN=C(O2)C3=CC=C(C=C3)N)N,0,1
8099017,305.28,C15H15NO6,87.9,2.3,22,0,7,7,CC1=NOC(=C1)C(=O)OCC(=O)C2=C(C=C(C=C2)OC)OC,0,1
2820475,388.4,C15H11F3N2O3S2,103,3.4,25,1,9,2,CN1C2=C(C(=O)C(=CNC3=CC=CC(=C3)C(F)(F)F)S1(=O)=O)SC=C2,0,1
16248875,244.72,C10H10ClFN2S,52.4,NULL,15,2,3,2,C1=CC=C(C(=C1)CN2C=CSC2=N)F.Cl,0,2
2970279,317.8,C15H12ClN3OS,75.2,3.3,21,1,3,4,C1=CSC(=C1)C(=O)NC2=CN(N=C2)CC3=CC=C(C=C3)Cl,0,1
970623,234.25,C11H14N4O2,69.4,1.1,17,0,5,4,CCOC(=O)CC1=NN2C(=CC(=NC2=N1)C)C,0,1
2732574,334.33,C15H18N4O5,122,0.4,24,1,6,4,CN1C(=C(C(=O)N(C1=O)C)C(C[N+](=O)[O-])C2=CC=CC=C2OC)N,0,1
3454517,204.23,C10H12N4O,55,1.7,15,0,5,1,CC1=NOC2=NC=NC(=C12)N3CCCC3,0,1
16279015,314.4,C18H22N2O3,62.4,2.5,23,1,3,5,CC1CCCN(C1)C(=O)COC(=O)CC2=CNC3=CC=CC=C32,0,1
698230,304.4,C15H16N2O3S,110,3.6,21,2,5,5,CCOC(=O)C1=C(SC(=C1C)C(=O)NC2=CC=CC=C2)N,0,1
2428702,323.8,C15H14ClNO3S,83.6,3.6,21,1,4,6,CC1=C(SC=C1)C(=O)OCC(=O)NCC2=CC=C(C=C2)Cl,0,1
2811822,298.29,C17H12F2N2O,41.5,3.4,22,1,4,3,C1=CC(=CC=C1CC2=CC(=NNC2=O)C3=CC=C(C=C3)F)F,0,1
9559846,299.28,C15H13N3O4,96.5,3.3,22,1,5,4,CC1=CC=C(C=C1)NC(=O)ON=CC2=CC(=CC=C2)[N+](=O)[O-],0,1
2955946,277.27,C15H13F2NO2,38.3,2.9,20,1,4,4,COC(C1=CC=CC=C1)C(=O)NC2=C(C=CC=C2F)F,0,1
