CID,MW,MF,TPSA,XL,HAC,HBDC,HBAC,RBC,SMILES,Charge,CBUC
4882415,306.4,C17H26N2O3,50.8,1.4,22,1,4,6,CC(C)(CNC(=O)CC1=CC=C(C=C1)OC)N2CCOCC2,0,1
9629922,309.27,C13H13F2N5O2,88,3.4,22,1,7,3,CC1=NN(C(=C1[N+](=O)[O-])NN=C(C)C2=C(C=C(C=C2)F)F)C,0,1
2021331,324.37,C16H24N2O5,96.9,2.1,23,3,5,8,CC(C)CC(C(=O)O)NC(=O)NCC1=CC(=C(C=C1)OC)OC,0,1
7713598,317.4,C15H19N5OS,98,3.1,22,1,5,6,CC(C)C1=CC=C(C=C1)N2C(=NN=N2)SCC(=O)NC3CC3,0,1
733060,286.31,C11H14N2O5S,135,-0.2,19,3,6,6,C1=CC(=CC=C1NC(=O)CCCC(=O)O)S(=O)(=O)N,0,1
1679565,295.74,C13H10ClNO3S,83.6,3.3,19,1,4,5,C1=CC(=CC(=C1)Cl)NC(=O)COC(=O)C2=CC=CS2,0,1
1476825,314.2,C13H9Cl2NO2S,64.5,4.4,19,0,4,4,COC(=O)C1=NC=CC(=C1)SC2=C(C=CC=C2Cl)Cl,0,1
2932525,310.33,C12H14N4O4S,109,0.7,21,0,6,4,CN1C=C(C=N1)CN(C)S(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-],0,1
2987579,323.8,C15H14ClNO3S,71.6,2.6,21,1,3,5,C1=CC=C(C=C1)S(=O)(=O)CC(=O)NCC2=CC=C(C=C2)Cl,0,1
2240996,231.3,C9H13NO2S2,74,2,14,0,4,2,CC1=CC=C(S1)S(=O)(=O)N2CCCC2,0,1
1457795,271.31,C15H17N3O2,61.8,1.9,20,1,3,2,CCC(=O)NN1C(=NC2=CC=CC=C2C1=O)C3CCC3,0,1
23724180,310.9,C17H27ClN2O,41.1,NULL,21,3,2,3,CC1(CC(CC(N1)(C)C)NC(=O)CC2=CC=CC=C2)C.Cl,0,2
4337674,310.4,C18H18N2OS,70.2,4.2,22,1,3,4,CCC(C)NC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=CS3,0,1
781520,303.15,C14H11BrN2O,26.5,4,18,0,2,3,C1=CC2=NC(=CN2C=C1)COC3=CC=C(C=C3)Br,0,1
3740925,325.4,C18H19N3O3,54.4,2.8,24,0,4,6,CC1=NN(C(=O)N1C2=CC(=CC=C2)OC)CCOC3=CC=CC=C3,0,1
907128,223.65,C11H10ClNO2,42.1,2.3,15,1,2,3,COC1=CC2=C(C=C1)C(=CN2)C(=O)CCl,0,1
2842933,259.69,C14H10ClNO2,37.4,3.1,18,0,2,1,CCN1C(=O)C2=C3C(=C(C=C2)Cl)C=CC=C3C1=O,0,1
6622999,318.4,C21H22N2O,34,4,24,1,1,6,CC(C1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)N3C=CC=C3,0,1
4792903,298.4,C16H18N4S,69.3,3.6,21,1,5,5,CN(C)CCNC1=C2C=C(SC2=NC=N1)C3=CC=CC=C3,0,1
5896753,356.17,C14H14BrNO5,81.7,2.2,21,1,5,8,CCOC(=O)C=CC(=O)OCC(=O)NC1=CC(=CC=C1)Br,0,1
2883270,307.4,C20H21NO2,38.3,3.5,23,1,3,5,COC1=CC=C(C=C1)C2CC(=CC(=O)C2)NCC3=CC=CC=C3,0,1
3153955,288.69,C13H9ClN4O2,86.9,3.4,20,1,5,2,C1=COC(=C1)C(=O)N2C(=NC(=N2)C3=CC=C(C=C3)Cl)N,0,1
4879964,318.3,C16H15FN2O4,84.5,1.7,23,2,5,7,C1=CNC(=O)C(=C1)C(=O)OCC(=O)NCCC2=CC=C(C=C2)F,0,1
15989908,302.35,C14H14N4O2S,94.7,3.1,21,0,6,5,CCOC(=O)CSC1=NC2=CC=CC=C2N3C1=NN=C3C,0,1
2743500,226.23,C9H14N4O3,96.3,0.5,16,3,4,2,CC1=CC(=NO1)C(=O)NNC(=O)NC(C)C,0,1
23607518,301.32,C15H16FN5O,72.2,2.4,22,1,5,4,CC(C)CC1=NNC(=O)C2=C1N=NN2CC3=CC=CC=C3F,0,1
135505309,320.4,C20H20N2O2,62,4.7,24,1,4,3,CC1(CC(=C(C(=O)C1)N=NC2=CC=C(C=C2)C3=CC=CC=C3)O)C,0,1
2329637,339.8,C15H14ClNO4S,83.1,3.1,22,1,5,5,CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)O,0,1
893246,258.32,C14H18N4O,50.2,1.5,19,1,2,1,CC1=NC2=C(N1C)C=CC(=C2)NC(=O)N3CCCC3,0,1
16682702,261.7,C11H16ClNO4,92.8,NULL,17,4,5,5,COC1=C(C=CC(=C1)C(CC(=O)O)CN)O.Cl,0,2
2469755,251.31,C11H13N3O2S,92.4,2.1,17,1,5,5,CCCNC(=O)COC1=C2C=CSC2=NC=N1,0,1
2947023,319.29,C15H14FN3O4,82.5,2.3,23,0,6,2,C1CN(CCN1C2=C(C=C(C=C2)[N+](=O)[O-])F)C(=O)C3=CC=CO3,0,1
2148140,279.32,C11H13N5O2S,145,0.3,19,3,7,5,C1=COC(=C1)CNC(=O)CSC2=NC(=CC(=N2)N)N,0,1
2707610,228.29,C14H16N2O,52.9,3.3,17,1,2,3,C1CCC(C1)CC(=O)NC2=CC=CC(=C2)C#N,0,1
3436932,247.34,C14H21N3O,45.2,3.5,18,1,3,4,CCCCC(C)N1C2=C(C(=CC(=N2)C)C)C(=O)N1,0,1
11839503,255.34,C12H17NO3S,63.8,1.7,17,1,4,4,CC1=CC=CC=C1S(=O)(=O)NCC2CCCO2,0,1
2732950,213.35,C10H19N3S,68.2,1.8,14,3,2,4,CNNC(=S)NCCC1=CCCCC1,0,1
6466218,254.35,C11H18N4OS,85.1,1.3,17,1,4,6,CCC1=NN=C(N1CC)SCC(=O)NC2CC2,0,1
1236511,349.18,C15H13BrN2O3,60.4,2.5,21,1,4,2,C1COC2=C(C=C(C(=C2)NC(=O)C3=CN=CC=C3)Br)OC1,0,1
4532541,281.82,C16H24ClNO,35.2,3.3,19,1,2,4,CC1(CC(CCO1)(CCN)CC2=CC=CC=C2Cl)C,0,1
3705369,214.37,C11H22N2S,49.7,3.3,14,1,2,7,CCC(C)CCCCNC1=NCCS1,0,1
4321574,308.4,C19H20N2O2,40.6,3,23,0,2,4,CC1=CC=C(C=C1)N(CN2CCCC2=O)C(=O)C3=CC=CC=C3,0,1
4321619,325.79,C15H20ClN3O3,62.7,1.9,22,0,4,3,CC(C)(C)OC(=O)N1CCN(CC1)C(=O)C2=C(N=CC=C2)Cl,0,1
1868403,307.3,C18H14FN3O,37.6,2.9,23,0,3,2,CN1C2=CC=CC=C2C3=C1C(=O)N(C=N3)CC4=CC=C(C=C4)F,0,1
9551959,221.29,C13H19NO2,49.3,2,16,2,2,5,CCCCC(=O)NC1=CC=CC(=C1)C(C)O,0,1
233797,308.2,C13H10BrNOS,57.6,4.2,17,2,3,1,C1=CC=C2C(=C1)NC(S2)C3=C(C=CC(=C3)Br)O,0,1
1453029,311.33,C17H17N3O3,80.3,1.6,23,2,4,5,COC1=CC=C(C=C1)C(=O)NC2=NC=C(C=C2)NC(=O)C3CC3,0,1
69500,312.4,C18H20N2OS,48.8,3.8,22,0,3,4,CCN(CC)CC(=O)N1C2=CC=CC=C2SC3=CC=CC=C31,0,1
3153358,198.26,C13H14N2,24.9,2.7,15,1,2,3,CC(C1=CC=NC=C1)NC2=CC=CC=C2,0,1
2142605,349.5,C16H19N3O2S2,107,2.7,23,0,5,5,CN(C)C(=O)CSC1=NC2=C(C3=C(S2)CCC3)C(=O)N1CC=C,0,1
7693917,300.7,C13H9ClN6O,85.6,1.6,21,1,5,3,C1=CC(=CC(=C1)N2C=NN=N2)NC(=O)C3=C(C=CN=C3)Cl,0,1
16193173,309.2,C11H21BrN2O3,46.6,NULL,17,0,4,4,CCOC(=O)C[N+]1(CCN(CC1)C(=O)C)C.[Br-],0,2
973327,326.3,C18H15FN2O3,66.5,1.7,24,1,4,5,C1=CC=C2C(=C1)C(=O)N(C2=O)CCC(=O)NCC3=CC=C(C=C3)F,0,1
2835354,209.28,C12H19NO2,63.3,-0.3,15,2,3,2,C1C2CC3(CC1CC(C2)(C3)N)CC(=O)O,0,1
1485558,243.69,C13H10ClN3,30.2,3,17,0,2,1,CC1=NN2C=C(C=NC2=C1)C3=CC(=CC=C3)Cl,0,1
853346,274.74,C15H15ClN2O,41.1,2.8,19,2,2,5,C1=CC=C(C=C1)CNCC(=O)NC2=CC=C(C=C2)Cl,0,1
5227819,289.29,C14H15N3O4,89.9,2.3,21,0,5,4,CC1=C(C(=NN1CC2=CC(=CC=C2)C(=O)OC)C)[N+](=O)[O-],0,1
1505853,298.3,C15H14N4O3,94.8,1.7,22,1,5,3,CC1=CC=C(C=C1)N2C(=O)C(=C(C(=N2)NC(=O)OC)C)C#N,0,1
1477643,250.68,C11H11ClN4O,59.8,2,17,1,3,3,CC1=C(C=CC(=C1)Cl)NC(=O)CN2C=NC=N2,0,1
2465860,425.9,C22H20ClN3O4,79,4,30,1,5,7,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)COC(=O)C=CC3=CC=C(C=C3)Cl,0,1
781761,259.3,C15H17NO3,38.8,1.8,19,0,3,2,CC1=CC2=C(C=C1)N(C(=O)C23OCCCO3)CC=C,0,1
700710,278.76,C12H11ClN4S,68.4,3.4,18,0,4,2,CCC1=NN=C2N1N=C(CS2)C3=CC=C(C=C3)Cl,0,1
2468633,303.4,C15H13NO2S2,87.8,3.9,20,0,5,4,COC1=CC(=C(C=C1)C2=CSC(=N2)C3=CC=CS3)OC,0,1
3800804,302.75,C16H15ClN2O2,45.8,2.9,21,0,3,3,CCC(=O)N1C(CC(=N1)C2=CC=C(C=C2)Cl)C3=CC=CO3,0,1
877335,251.28,C16H13NO2,42.2,3.5,19,1,2,2,CC1=CC(=CO1)C(=O)NC2=CC=CC3=CC=CC=C32,0,1
9580946,251.23,C8H8F3N3OS,96.8,1.8,16,2,7,3,C1=CC(=C(N=C1)SCC(=NO)N)C(F)(F)F,0,1
9502225,318.32,C16H18N2O5,89.8,1.3,23,2,5,7,COC1=CC(=C(C=C1)OC)NC(=O)CCNC(=O)C2=CC=CO2,0,1
98152,191.27,C12H17NO,32.299,1.4,14,2,2,2,C1CNCCC1(CC2=CC=CC=C2)O,0,1
4361643,328.4,C17H13FN2O2S,81.3,4.1,23,0,6,6,C1=CC=C(C=C1)CC2=NN=C(O2)SCC(=O)C3=CC=C(C=C3)F,0,1
16324491,352.3,C19H16N2O5,101,2,26,3,5,5,C1OC2=C(O1)C=C(C=C2)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)O,0,1
5767300,261.32,C14H19N3O2,77.9,1.4,19,2,3,6,CC1=CC(=C(N1)C)C=C(C#N)C(=O)NCCCOC,0,1
16682241,237.77,C14H20ClN,3.2,NULL,16,1,1,4,CCN(CC)CC#CC1=CC=C(C=C1)C.Cl,0,2
5154885,381.4,C19H23N7O2,145,1,28,3,8,4,CN(CCO)C1=C(C2=C3CC(=O)N(C3=NC(=C2C(=N1)N)N)C4CCCC4)C#N,0,1
6858625,192.24,C8H8N4S,71.3,1.5,13,0,4,2,CC1=C(SC=C1)C=NN2C=NN=C2,0,1
3154707,220.29,C11H12N2OS,81.1,2.5,15,1,3,2,CCC(=O)NC1=C(C2=C(S1)CCC2)C#N,0,1
3863406,275.13,C11H12Cl2N2O2,41.6,2.9,17,1,2,1,C1COCCN1C(=O)NC2=CC(=C(C=C2)Cl)Cl,0,1
6893028,292.33,C15H20N2O4,60.4,1.9,21,0,5,6,COC1=CC(=C(C=C1)C=NOCC(=O)N2CCCC2)OC,0,1
77215,277.3,C18H15NO2,49.3,4.6,21,2,2,2,CC1=CC=C(C=C1)NC(=O)C2=CC3=CC=CC=C3C=C2O,0,1
965762,265.7,C11H12ClN5O,72.7,2.2,18,1,4,4,CCN1N=C(N=N1)NC(=O)CC2=CC=C(C=C2)Cl,0,1
2410071,232.25,C13H13FN2O,36.3,1.7,17,0,4,2,C1COCCN1C(=CC#N)C2=CC=C(C=C2)F,0,1
16194795,249.29,C11H11N3O2S,92.4,1.4,17,2,4,4,C1=CC=C(C=C1)N2C=CN=C2SCC(=O)NO,0,1
16195928,357.4,C19H23N3O4,86.8,2.3,26,1,4,6,CCCCN1C(=O)C(=O)N(C1=O)CC(=O)NC2CCCC3=CC=CC=C23,0,1
2726646,309.8,C15H16ClNO2S,67.4,4.4,20,0,4,5,CC(C)(C)C(=O)OCC1=NC(=CS1)C2=CC=C(C=C2)Cl,0,1
2803962,278.4,C12H10N2O2S2,124,2,18,2,5,2,CSC1=C(C(=O)NC(S1)C2=CC=CC=C2O)C#N,0,1
5295486,283.33,C12H21N5O3,119,1.2,20,3,6,2,CC1(CC(CC(N1)(C)C)NC(=O)C2=[N+](ON=C2N)[O-])C,0,1
2254521,296.23,C15H8N2O5,109,1.9,22,1,5,2,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)C2=CC3=C(C=C2)C(=O)NC3=O,0,1
2161595,290.7,C14H11ClN2O3,60.4,2.4,20,1,4,3,C1OC2=C(O1)C=C(C=C2)CNC(=O)C3=C(N=CC=C3)Cl,0,1
4273158,271.27,C14H13N3O3,74.6,1.4,20,2,4,1,CC(=O)NN1C(NC2=CC=CC=C2C1=O)C3=CC=CO3,0,1
5339154,301.8,C17H16ClNO2,46.2,3.5,21,1,2,3,CC1=CC(=C(C(=O)N1)C(=O)C(=CC2=CC=C(C=C2)Cl)C)C,0,1
4572191,304.4,C16H20N2O2S,64.9,2.6,21,0,3,3,CC1CCCCN1C(=O)CCN2C3=CC=CC=C3OC2=S,0,1
340061,238.2,C10H10N2O5,93.4,1.3,17,1,5,3,C1C(OC(=O)N1)COC2=CC=C(C=C2)[N+](=O)[O-],0,1
969913,336.29,C16H14F2N2O4,68.8,3.6,24,2,6,4,CC1=C(C=CC(=C1)OC(F)F)NC(=O)NC2=CC3=C(C=C2)OCO3,0,1
787022,218.29,C13H18N2O,23.6,2,16,0,2,2,CN(C)C1=CC=C(C=C1)C(=O)N2CCCC2,0,1
16278195,302.32,C16H18N2O4,75.7,1.6,22,1,4,5,C1CCC2(C1)C(=O)N(C(=O)N2)CC(=O)OCC3=CC=CC=C3,0,1
2169980,299.32,C17H17NO4,64.599,2.9,22,1,4,7,CCOC(=O)C(=O)NC1=CC=C(C=C1)OCC2=CC=CC=C2,0,1
848221,332.2,C11H10BrNO2S2,82.8,3.4,17,1,4,4,C1=CC=C(C=C1)CNS(=O)(=O)C2=CC=C(S2)Br,0,1
6625603,268.31,C16H16N2O2,41.6,2.3,20,1,2,2,C1COC2=CC=CC=C2N1C(=O)NCC3=CC=CC=C3,0,1
1075494,342.5,C19H22N2O2S,77.6,3.5,24,1,3,3,CC1=CC(=CC(=C1)NC(=O)C2CCN(CC2)C(=O)C3=CC=CS3)C,0,1
6465839,257.29,C14H15N3O2,63.2,1.4,19,2,3,4,COC1=CC=CC(=C1)NC(=O)NCC2=CC=CC=N2,0,1
24761194,364.21,C16H15BrFN3O,47.4,NULL,22,2,3,3,CN1C2=CC=CC=C2N(C1=N)CC(=O)C3=CC=C(C=C3)F.Br,0,2
54686151,350.4,C21H22N2O3,69.6,4.3,26,2,3,5,CCCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NC(C)C3=CC=CC=C3)O,0,1
2197578,271.4,C18H25NO,20.3,4.1,20,0,1,2,C1CCC(CC1)(C2=CC=CC=C2)C(=O)N3CCCCC3,0,1
1830211,261.3,C11H7N3OS2,114,1.1,17,2,5,1,C1=CC2=NC(=CC3=C(NC(=S)S3)O)N=C2C=C1,0,1
2368008,309.77,C13H12ClN3O2S,95.9,1.7,20,2,4,5,C1=CC(=CC=C1CNC(=O)CSC2=NC=CC(=O)N2)Cl,0,1
2963773,296.7,C17H13ClN2O,42,3.6,21,1,2,3,C1=CC2=C(C=CC=N2)C(=C1)NC(=O)CC3=CC=C(C=C3)Cl,0,1
7844497,304.34,C16H20N2O4,92.3,2.4,22,1,5,5,CC1=CC(=C(O1)C)C(=O)OCC(=O)NC2(CCCCC2)C#N,0,1
16193543,262.19,C11H20BrNO,20.2,NULL,14,1,2,2,C[N+]1(C2CCC1CC(C2)O)CC=C.[Br-],0,2
3811913,340.4,C20H24N2O3,50.8,2.6,25,1,4,5,C1COCCN1CCCNC(=O)C2CC3=C(O2)C=CC4=CC=CC=C34,0,1
7066682,316.4,C16H16N2O3S,83.6,2,22,2,4,3,CC1=CC(=CC=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC(=O)CC3,0,1
1484739,250.68,C12H11ClN2O2,44.1,2,17,0,3,4,CN1C=NC=C1COC(=O)C2=CC=C(C=C2)Cl,0,1
25163097,290.4,C17H26N2O2,45.5,3.1,21,1,3,4,C1CCC(CC1)(CNC(=O)C2=CC=CO2)N3CCCCC3,0,1
2559924,364.5,C17H24N4O3S,92.7,1.9,25,1,5,5,CC1=C(C=C(C=C1)NC(=O)CN2C(=C(C(=N2)C)S(=O)(=O)N(C)C)C)C,0,1
2129010,250.21,C11H10N2O5,94.6,1.3,18,1,6,5,CC1=CC(=NO1)NC(=O)COC(=O)C2=CC=CO2,0,1
3145443,235.32,C14H21NO2,32.7,2.2,17,1,3,5,CC1=CC=C(C=C1)OCC(CN2CCCC2)O,0,1
1503578,233.22,C11H11N3O3,64.099,0.2,17,1,3,1,C1C(CN2N1C(=O)N(C2=O)C3=CC=CC=C3)O,0,1
5295764,309.75,C16H12ClN5,55.1,4.4,22,1,4,2,CC1=C(C=C(C=C1)NC2=NC3=CC=CC=C3N4C2=NN=C4)Cl,0,1
2054976,344.2,C17H14BrNO2,42.2,4.1,21,1,2,2,CC1=C(C2=C(N1C3=CC=CC=C3Br)C=CC(=C2)O)C(=O)C,0,1
972289,311.4,C15H13N5OS,108,2.3,22,2,6,4,CC(=O)NC1=CC=C(C=C1)C2=CSC(=N2)NC3=NC=CC=N3,0,1
4294433,272.37,C14H16N4S,65.2,0.8,19,1,2,1,CNC(=S)N1CCN2C=CC=C2C1C3=CN=CC=C3,0,1
2116298,276.24,C13H12N2O5,102,1.5,20,2,6,5,CC1=CC(=NO1)NC(=O)COC(=O)C2=CC(=CC=C2)O,0,1
2869543,307.3,C18H17N3O2,64.099,3.6,23,1,5,5,CCOC(=O)C1=CC=C(C=C1)NC2=NN=C(C3=CC=CC=C32)C,0,1
2323364,233.27,C15H11N3,50.8,3,18,0,3,1,CN1C(=CC=C(C#N)C#N)C=CC2=CC=CC=C21,0,1
9583778,345.4,C19H15N5O2,72.1,2.8,26,0,5,4,COC1=CC=CC(=C1)C=NN2C=NC3=C(C2=O)C=NN3C4=CC=CC=C4,0,1
9643297,310.35,C17H18N4O2,83.4,2.3,23,2,4,3,CC1=CC(=C(C=C1)C)NC(=O)C(=O)NN=C(C)C2=CC=NC=C2,0,1
2301665,212.25,C13H12N2O,42,2.4,16,1,2,2,CC1=CC=CC=C1NC(=O)C2=CC=CC=N2,0,1
16193791,312.4,C13H16N2O3S2,101,1.3,20,1,5,4,CCOC1=CC=CC=C1NC2=NC3CS(=O)(=O)CC3S2,0,1
4195203,290.7,C14H11ClN2O3,59.6,2.8,20,2,3,2,C1OC2=C(O1)C=C(C=C2)NC(=O)NC3=CC=C(C=C3)Cl,0,1
847997,295.4,C19H21NO2,46.2,3.4,22,1,2,5,CC1=C(C=C(C=C1)C(=O)CCC(=O)NC2=CC=CC=C2C)C,0,1
5032899,310.73,C14H15ClN2O4,75.7,1,21,1,4,4,COC(=O)CC1C(=O)NCCN1C(=O)C2=CC=C(C=C2)Cl,0,1
9565026,343.4,C18H21N3O4,76.3,2.7,25,1,6,6,CC1=CC=CC=C1OCC(=O)NN=CC2=CC=C(O2)N3CCOCC3,0,1
3490723,332.4,C21H17FN2O,35.8,4.8,25,1,4,3,C1C(N(N=C1C2=CC=C(C=C2)O)C3=CC=CC=C3)C4=CC=C(C=C4)F,0,1
698022,335.4,C17H21NO4S,64.2,2.8,23,0,5,7,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)OC2=CC=CC=C2OC,0,1
2361914,297.4,C19H23NO2,39.2,4.8,22,0,3,5,CC1=CC(=CC(=C1COC(=O)C2=CN=CC=C2)C)C(C)(C)C,0,1
4041504,278.35,C15H22N2O3,60.3,2.4,20,1,3,5,CC1CCCCC1NC(=O)COC(=O)C2=CC=CN2C,0,1
135535965,374.2,C13H9Cl2N3O4S,122,2.9,23,2,6,4,COC(=O)C=C1C(=O)NC(=NNC(=O)C2=C(C=C(C=C2)Cl)Cl)S1,0,1
24684648,253.36,C13H19NO2S,66.6,2.8,17,1,3,4,CCC1=C(SC(=C1)C(=O)NCC2CCCO2)C,0,1
256920,342.4,C19H22N2O4,83.6,2.4,25,2,6,8,COC1=CC=CC(=C1O)C=NCCCN=CC2=C(C(=CC=C2)OC)O,0,1
7938156,309.4,C16H23NO3S,71.6,3.5,21,1,4,4,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC2CCCCCCC2,0,1
727132,236.27,C11H9FN2OS,70.2,2.5,16,1,4,3,C1=CC(=CC=C1CC(=O)NC2=NC=CS2)F,0,1
6459121,301.34,C17H19NO4,51.9,2.3,22,0,4,4,CC1=CC(=CC=C1)OCC2=CC=C(O2)C(=O)N3CCOCC3,0,1
9150101,279.72,C14H14ClNO3,38.8,2.1,19,0,3,2,C=CCN1C2=C(C=CC=C2Cl)C3(C1=O)OCCCO3,0,1
974090,338.4,C21H26N2O2,58.2,4.1,25,2,2,8,CCC(CC)C(=O)NC1=CC=CC(=C1)C(=O)NCCC2=CC=CC=C2,0,1
4187113,278.3,C18H15FN2,24.9,4.5,21,1,3,2,C1CC2=C(C3=CC=CC=C3N=C2C1)NC4=CC=C(C=C4)F,0,1
6894177,308.29,C16H12N4O3,103,3.2,23,2,4,3,C1=CC=C2C(=C1)C(=CN2)C(=O)NN=CC3=CC=C(C=C3)[N+](=O)[O-],0,1
4909114,308.4,C18H20N4O,42.7,2.8,23,0,4,2,CC1=CC=C(C=C1)C2=C3N=C(C=C(N3N=C2)N4CCOCC4)C,0,1
2462661,328.4,C17H16N2O3S,88.7,3.6,23,1,5,4,CC1=NC2=C(S1)C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OC)OC,0,1
4615288,313.5,C19H23NOS,54.4,3.8,22,1,2,7,CC1=CC=C(C=C1)CNC(=O)CCSCC2=CC=CC=C2C,0,1
2273251,386.5,C25H26N2O2,41.6,4.5,29,1,3,6,CCOC1=CC=CC=C1NC(=O)C2=CC=C(C=C2)CN3CCC4=CC=CC=C4C3,0,1
842447,279.34,C17H17N3O,46.9,3,21,1,2,2,CC1=CC(=CC=C1)C(=O)NC2=CC3=C(C=C2)N(C(=N3)C)C,0,1
1225817,314.34,C16H18N4O3,92.7,2.7,23,1,4,3,CC1=C(C(=NN1CC(=O)NC2=CC3=C(CCC3)C=C2)C)[N+](=O)[O-],0,1
16010813,312.32,C17H16N2O4,76.7,1.7,23,2,4,4,COC1=CC=CC(=C1)NC(=O)CC2C(=O)NC3=CC=CC=C3O2,0,1
2815977,298.4,C14H10N4S2,96.6,3.3,20,0,5,2,C1C(=NN2C(=NN=C2S1)C3=CC=CS3)C4=CC=CC=C4,0,1
3156743,241.33,C12H23N3O2,61.4,1,17,2,3,4,CCN1CCCC1CNC(=O)C(=O)NC(C)C,0,1
2989253,313.35,C17H19N3O3,80.3,1.1,23,2,4,7,COC1=CC=CC(=C1)C(=O)NCCCNC(=O)C2=CN=CC=C2,0,1
2854579,287.74,C16H14ClNO2,37.4,3,20,0,2,1,C1CC2C=CC1C3C2C(=O)N(C3=O)C4=CC=C(C=C4)Cl,0,1
714697,284.4,C18H24N2O,32.299,3.3,21,1,3,2,CC1=C2C(=CC=C1)C(=O)C(=C(N2)C)CN3CCCCCC3,0,1
2736527,170.57,C7H4ClFN2,28.7,2.2,11,1,2,0,C1=C2C(=CC(=C1F)Cl)N=CN2,0,1
2943399,318.4,C17H22N2O4,88.1,4.1,23,1,4,3,CC(C12CC3CC(C1)CC(C3)C2)NC(=O)C4=CC=C(O4)[N+](=O)[O-],0,1
2796543,285.4,C16H15NO2S,54.8,3.3,20,0,3,3,COC1=CC=C(C=C1)N2C(SCC2=O)C3=CC=CC=C3,0,1
737728,284.31,C16H16N2O3,60.4,1.9,21,1,4,5,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=NC=C2)OC,0,1
583390,333.4,C17H19NO4S,73,2.8,23,1,5,5,COC1=C(C=C(C=C1)S(=O)(=O)NC2CCC3=CC=CC=C23)OC,0,1
805325,330.3,C20H14N2O3,68.3,3.9,25,1,4,4,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC4=CC=CC=C4O3)C=CC(=O)O,0,1
4444485,322.4,C20H22N2O2,49.4,3.1,24,1,2,3,CCCC(=O)N1CC(=O)NC2=C(C1C3=CC=CC=C3)C=C(C=C2)C,0,1
679224,329.3,C15H11N3O4S,125,3.3,23,1,6,3,COC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=CC=C3[N+](=O)[O-],0,1
976078,335.4,C16H18FN3O2S,92.4,3.9,23,1,6,5,C1CCC(CC1)C2=NN=C(S2)NC(=O)COC3=CC=C(C=C3)F,0,1
851880,305.3,C18H15N3O2,84.2,3.2,23,3,2,3,C1=CC=C2C=C(C=CC2=C1)NC(=O)C3=CC=CC=C3NC(=O)N,0,1
4301163,271.33,C17H18FNO,29.1,3.4,20,1,2,5,CC(CC(=O)NCC1=CC=C(C=C1)F)C2=CC=CC=C2,0,1
3624322,336.8,C14H19ClF2N2OS,65.4,5.2,21,2,4,5,CC(C(C)(C)C)NC(=S)NC1=CC(=C(C=C1)OC(F)F)Cl,0,1
4306041,312.7,C13H13ClN2O5,92.4,2.5,21,0,5,4,C1CCN(C1)C(=O)COC(=O)C2=C(C=CC(=C2)Cl)[N+](=O)[O-],0,1
3781827,333.8,C19H24ClNO2,33.4,4.4,23,0,2,7,CC(C)C(CCN(CC1=CC=C(C=C1)Cl)C(=O)C)C2=CC=CO2,0,1
2679294,262.33,C13H14N2O2S,79.5,2.4,18,1,4,4,CC1=CSC(=N1)NC(=O)CC2=CC=C(C=C2)OC,0,1
757617,326.35,C16H18N6O2,89.2,2.9,24,1,8,4,COC1=CC=C(C=C1)NC2=NC3=NON=C3N=C2N4CCCCC4,0,1
135779767,389.4,C20H15N5O4,137,NULL,29,3,8,2,CC(=O)O.C1=CC=C2C(=C1)C(=C(N2)O)N=NC3=NC=NC4=C3OC5=CC=CC=C54,0,2
2813438,277.27,C14H15NO5,76.1,1.2,20,1,5,2,C1CN(CCC1C(=O)O)C(=O)C2=CC3=C(C=C2)OCO3,0,1
4203203,325.7,C14H9ClFNO3S,62.8,2.8,21,0,4,2,C1=CC=C2C(=C1)C(=O)N(S2(=O)=O)CC3=C(C=CC=C3Cl)F,0,1
970042,318.3,C15H14N2O4S,113,2.6,22,2,5,5,CC(=O)C1=CC(=CC=C1)NC(=O)NC2=C(SC=C2)C(=O)OC,0,1
5320,214.24,C8H10N2O3S,97.6,-1,14,2,4,2,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,0,1
865372,288.29,C11H11F3N4S,71.8,2.6,19,2,6,3,CN1C(=NNC1=S)CNC2=CC=CC(=C2)C(F)(F)F,0,1
17408726,259.329,C13H13N3OS,80.2,2.2,18,1,4,3,CC1=CN=C(C=C1)NC(=O)C2=C(N=CC=C2)SC,0,1
2964472,283.4,C18H21NO2,33.4,3,21,0,2,4,C1CCN(CC1)C(=O)CC(C2=CC=CC=C2)C3=CC=CO3,0,1
